ESV,bac1,bac10,bac2,bac3,bac7,bac8,bac9
ESV5222.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5223.1429,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5224.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5225.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5226.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5227.1430,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5228.1459,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5229.1385,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV523.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5230.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5231.1447,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5232.1447,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5233.1436,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5234.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5235.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5236.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5237.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5238.1467,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5239.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV524.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5240.1466,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5241.1452,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV5242.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5243.1428,Perfect,Poor,Perfect,Perfect,Partial,Partial,Perfect
ESV5244.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5245.1373,Perfect,Poor,Perfect,Perfect,Perfect,Partial,Perfect
ESV5246.1467,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV5247.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5248.1596,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5249.1481,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV525.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5250.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5251.1423,Perfect,Poor,Perfect,Partial,Partial,Partial,Perfect
ESV5252.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5253.1457,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5254.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5255.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5256.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5257.1478,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5258.1481,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5259.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV526.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5260.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5261.1404,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5262.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5263.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5264.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5265.1451,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV5266.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5267.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5268.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5269.1573,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV527.1444,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5270.1453,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5271.1483,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5272.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5273.1480,Poor,Poor,Poor,Perfect,Partial,Perfect,Partial
ESV5274.1477,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5275.1405,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5276.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5277.1483,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5278.1473,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5279.1482,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV528.1444,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV5280.1439,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5281.1467,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5282.1480,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5283.1378,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5284.1443,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5285.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5286.1429,Perfect,Partial,Perfect,Partial,Partial,Perfect,Perfect
ESV5287.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5288.1469,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5289.1469,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV529.1481,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5290.1431,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5291.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5292.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5293.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5294.1459,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5295.1444,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5296.1455,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5297.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5298.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5299.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV53.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV530.1467,Partial,Poor,Partial,Partial,Poor,Partial,Perfect
ESV5300.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5301.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5302.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5303.1399,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5304.1444,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5305.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5306.1424,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5307.1489,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5308.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5309.1426,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV531.1470,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5310.1431,Perfect,Poor,Perfect,Partial,Perfect,Partial,Partial
ESV5311.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5312.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5313.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5314.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5315.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5316.1424,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5317.1404,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5318.1477,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV5319.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV532.1489,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5320.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5321.1446,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5322.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5323.1401,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5324.1527,Partial,Partial,Partial,Partial,Perfect,Perfect,Partial
ESV5325.1475,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5326.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5327.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5328.1429,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5329.1429,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV533.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5330.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5331.1450,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5332.1496,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5333.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5334.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5335.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5336.1423,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5337.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5338.1438,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5339.1470,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV534.1408,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5340.1452,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5341.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5342.1450,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV5343.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5344.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5345.1433,Perfect,Partial,Perfect,Partial,Perfect,Partial,Partial
ESV5346.1471,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5347.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5348.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5349.1415,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV535.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5350.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5351.1448,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5352.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5353.1469,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5354.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5355.1433,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5356.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5357.1309,Perfect,Partial,Perfect,Perfect,Perfect,Poor,Perfect
ESV5358.1432,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5359.1412,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV536.1445,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Partial
ESV5360.1435,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5361.1469,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV5362.1463,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV5363.1407,Poor,Poor,Poor,Poor,Poor,Poor,Poor
ESV5364.1403,Partial,Perfect,Partial,Partial,Perfect,Perfect,Partial
ESV5365.1445,Partial,Perfect,Partial,Perfect,Partial,Perfect,Perfect
ESV5366.1403,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5367.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5368.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5369.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV537.1440,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV5370.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5371.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5372.1443,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5373.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5374.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5375.1471,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5376.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5377.1491,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5378.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5379.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV538.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5380.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5381.1450,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5382.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5383.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5384.1435,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5385.1432,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5386.1419,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5387.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5388.1400,Poor,Poor,Poor,Poor,Poor,Poor,Poor
ESV5389.1378,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV539.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5390.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5391.1427,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5392.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5393.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5394.1479,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV5395.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5396.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5397.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5398.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5399.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV54.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV540.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5400.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5401.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5402.1434,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5403.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5404.1405,Perfect,Partial,Perfect,Partial,Partial,Partial,Perfect
ESV5405.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5406.1471,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5407.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5408.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5409.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV541.1433,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5410.1382,Perfect,Poor,Perfect,Perfect,Perfect,Partial,Perfect
ESV5411.1426,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5412.1434,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5413.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5414.1470,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5415.1405,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5416.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5417.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5418.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5419.1436,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV542.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5420.1414,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5421.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5422.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5423.1437,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5424.1468,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5425.1406,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5426.1443,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5427.1435,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5428.1405,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5429.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV543.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5430.1433,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5431.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5432.1440,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5433.1443,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV5434.1440,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV5435.1487,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5436.1460,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5437.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5438.1440,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV5439.1432,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV544.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5440.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5441.1437,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5442.1487,Partial,Poor,Partial,Partial,Partial,Partial,Partial
ESV5443.1404,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5444.1390,Partial,Partial,Partial,Partial,Perfect,Perfect,Partial
ESV5445.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5446.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5447.1444,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV5448.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5449.1436,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV545.1520,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV5450.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5451.1455,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5452.1378,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5453.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5454.1426,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5455.1428,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5456.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5457.1453,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5458.1443,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV5459.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV546.1470,Poor,Poor,Poor,Poor,Poor,Perfect,Poor
ESV5460.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5461.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5462.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5463.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5464.1444,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5465.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5466.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5467.1450,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5468.1440,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5469.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV547.1428,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5470.1425,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5471.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5472.1480,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5473.1469,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5474.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5475.1441,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5476.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5477.1477,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5478.1425,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5479.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV548.1453,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5480.1423,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5481.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5482.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5483.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5484.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5485.1495,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5486.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5487.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5488.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5489.1469,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV549.1479,Perfect,Partial,Perfect,Partial,Partial,Perfect,Perfect
ESV5490.1454,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5491.1389,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5492.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5493.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5494.1434,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5495.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5496.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5497.1452,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5498.1504,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5499.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV55.1452,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV550.1417,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5500.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5501.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5502.1488,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5503.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5504.1475,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5505.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5506.1425,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5507.1469,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5508.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5509.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV551.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5510.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5511.1444,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5512.1461,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5513.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5514.1469,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5515.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
