ESV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ESV4773.1421,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_2685,midas_g_4773,midas_s_4773
ESV4774.1392,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_4774,midas_g_4774,midas_s_4774
ESV4775.1436,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,midas_s_36
ESV4776.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Crenothrix,midas_s_4776
ESV4777.1435,Bacteria,Cyanobacteria,Sericytochromatia,midas_o_1421,midas_f_1421,midas_g_4777,midas_s_4777
ESV4778.1477,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,midas_g_2433,midas_s_4778
ESV4779.1418,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,midas_s_1425
ESV4780.1443,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,midas_s_403
ESV4781.1422,Bacteria,Chloroflexi,Anaerolineae,C10-SB1A,midas_f_1,midas_g_425,midas_s_1460
ESV4782.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,midas_s_2335
ESV4783.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,midas_s_64
ESV4784.1389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,midas_s_4784
ESV4785.1478,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,midas_f_973,midas_g_973,midas_s_4785
ESV4786.1456,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,midas_s_4786
ESV4787.1420,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,midas_f_4787,midas_g_4787,midas_s_4787
ESV4788.1479,Bacteria,Latescibacterota,midas_c_18,midas_o_753,midas_f_753,midas_g_4788,midas_s_4788
ESV4789.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,midas_s_4707
ESV4790.1425,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_156,midas_s_956
ESV4791.1463,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,midas_s_4069
ESV4792.1445,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_1251,midas_s_1911
ESV4793.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,midas_s_4793
ESV4794.1418,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,midas_s_4794
ESV4795.1479,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_272
ESV4796.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_4333
ESV4797.1465,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,midas_g_1408,midas_s_1408
ESV4798.1455,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter_saccharivorans
ESV4799.1462,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,midas_g_201,midas_s_1739
ESV4800.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,midas_s_4800
ESV4801.1463,Bacteria,Patescibacteria,Microgenomatia,Ca_Roizmanbacteria,midas_f_370,midas_g_1272,midas_s_1272
ESV4802.1441,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,Propionicicella_superfundia
ESV4803.1439,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,midas_s_1555
ESV4804.1468,Bacteria,Patescibacteria,Dojkabacteria,midas_o_546,midas_f_4703,midas_g_4703,midas_s_4703
ESV4805.1481,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,midas_s_4805
ESV4806.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_1285
ESV4807.1455,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,midas_g_179,midas_s_179
ESV4808.1450,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_3144,midas_s_3144
ESV4809.1445,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,midas_s_4809
ESV4810.1440,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1416,midas_s_1483
ESV4811.1461,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,midas_s_4811
ESV4812.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax_saidenbachensis
ESV4813.1446,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,midas_s_4441
ESV4814.1470,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,midas_g_3108,midas_s_3108
ESV4815.1437,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,midas_g_1221,midas_s_1302
ESV4816.1389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,midas_s_3965
ESV4817.1483,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,midas_s_3260
ESV4818.1477,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,midas_s_4818
ESV4819.1440,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Papillibacter,midas_s_4819
ESV4820.1449,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_3492,midas_s_4820
ESV4821.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV4822.1441,Bacteria,Bacteroidota,SJA-28,midas_o_31,midas_f_31,midas_g_31,midas_s_359
ESV4823.1474,Bacteria,Patescibacteria,Dojkabacteria,midas_o_546,midas_f_546,midas_g_4823,midas_s_4823
ESV4824.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_81,midas_s_4824
ESV4825.1481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,midas_s_4
ESV4826.1424,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_1469,midas_g_1469,midas_s_1469
ESV4827.1408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,midas_g_1586,midas_s_2658
ESV4828.1472,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_1961
ESV4829.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_292
ESV4830.1435,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,midas_g_4830,midas_s_4830
ESV4831.1472,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,midas_s_3446
ESV4832.1487,Bacteria,Latescibacterota,midas_c_18,midas_o_753,midas_f_753,midas_g_753,midas_s_753
ESV4833.1463,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,midas_s_4472
ESV4834.1436,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1914,midas_s_1914
ESV4835.1460,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,midas_s_361
ESV4836.1385,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,midas_g_4836,midas_s_4836
ESV4837.1444,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,M2PB4-65_termite_group,midas_g_3141,midas_s_3141
ESV4838.1483,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,midas_s_4838
ESV4839.1486,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,midas_s_2834
ESV4840.1444,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,midas_g_5,midas_s_299
ESV4841.1442,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Gracilibacter,midas_g_669,midas_s_669
ESV4842.1447,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,midas_g_679,midas_s_679
ESV4843.1435,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,midas_g_4042,midas_s_4843
ESV4844.1424,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_169,midas_s_4844
ESV4845.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Clostridium_saudiense
ESV4846.1442,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_43,midas_s_43
ESV4847.1458,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,midas_f_595,midas_g_945,midas_s_945
ESV4848.1461,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,midas_s_256
ESV4849.1462,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,midas_s_3198
ESV4850.1472,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_1961
ESV4851.1479,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,midas_g_4851,midas_s_4851
ESV4852.1462,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,midas_s_2192
ESV4853.1470,Bacteria,Firmicutes,Bacilli,Lactobacillales,midas_f_4,midas_g_4853,midas_s_4853
ESV4854.1448,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,midas_s_4854
ESV4855.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_717
ESV4856.1443,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,midas_s_2272
ESV4857.1438,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,midas_s_3459
ESV4858.1447,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_2,midas_g_653,midas_s_4858
ESV4859.1486,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11,midas_s_4859
ESV4860.1487,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,midas_g_4860,midas_s_4860
ESV4861.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,Intestinibacter_bartlettii
ESV4862.1469,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,Ca_Cloacimonas,midas_s_246
ESV4863.1469,Bacteria,Patescibacteria,Dojkabacteria,midas_o_546,midas_f_4703,midas_g_4703,midas_s_4703
ESV4864.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,midas_s_3785
ESV4865.1442,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_4865,midas_s_4865
ESV4866.1440,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Pseudarcobacter,midas_s_1505
ESV4867.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_644
ESV4868.1477,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,midas_s_4868
ESV4869.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_173
ESV4870.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,midas_s_4870
ESV4871.1409,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,midas_g_4871,midas_s_4871
ESV4872.1442,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_1149
ESV4873.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,midas_s_3851
ESV4874.1496,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_4874
ESV4875.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_3956
ESV4876.1421,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,midas_s_1182
ESV4877.1473,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714
ESV4878.1436,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,midas_s_64
ESV4879.1480,Bacteria,Latescibacterota,midas_c_18,midas_o_753,midas_f_1938,midas_g_2686,midas_s_2686
ESV4880.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Contendobacter,midas_s_3538
ESV4881.1464,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,midas_s_4881
ESV4882.1446,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,midas_s_3424
ESV4883.1466,Bacteria,Myxococcota,Polyangia,Blfdi19,midas_f_4883,midas_g_4883,midas_s_4883
ESV4884.1388,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,midas_g_4884,midas_s_4884
ESV4885.1457,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_4635
ESV4886.1412,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,midas_s_2464
ESV4887.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV4888.1387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,midas_s_4888
ESV4889.1447,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium_aggregans
ESV4890.1461,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,midas_f_176,midas_g_461,midas_s_1196
ESV4891.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV4892.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,midas_s_984
ESV4893.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_168
ESV4894.1435,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,midas_s_1214
ESV4895.1445,Bacteria,Fibrobacterota,Chitinivibrionia,midas_o_1477,midas_f_1477,midas_g_1477,midas_s_4895
ESV4896.1424,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_169,midas_s_243
ESV4897.1466,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,midas_g_343,midas_s_343
ESV4898.1425,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Ca_Paracaedibacter,midas_s_4455
ESV4899.1466,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,midas_s_241
ESV4900.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_96
ESV4901.1415,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_2685,midas_g_2685,midas_s_2685
ESV4902.1455,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,midas_g_179,midas_s_179
ESV4903.1431,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,midas_s_3105
ESV4904.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_4289
ESV4905.1465,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,midas_g_4905,midas_s_4905
ESV4906.1439,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_23,midas_s_452
ESV4907.1425,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_4907,midas_s_4907
ESV4908.1425,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_347,midas_s_347
ESV4909.1447,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,midas_s_4909
ESV4910.1403,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_3784
ESV4911.1403,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_4911
ESV4912.1431,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,midas_s_2576
ESV4913.1463,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,midas_g_4913,midas_s_4913
ESV4914.1443,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus_phosphovorus
ESV4915.1479,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,midas_g_4915,midas_s_4915
ESV4916.1436,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_4916
ESV4917.1453,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,midas_s_671
ESV4918.1478,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,midas_g_4918,midas_s_4918
ESV4919.1446,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,midas_s_1390
ESV4920.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,midas_s_4920
ESV4921.1484,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_4921,midas_s_4921
ESV4922.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198
ESV4923.1444,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_ruber
ESV4924.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV4925.1386,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_4925,midas_g_4925,midas_s_4925
ESV4926.1447,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,midas_s_4926
ESV4927.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,midas_g_4927,midas_s_4927
ESV4928.1458,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,midas_f_595,midas_g_945,midas_s_4928
ESV4929.1456,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4929,midas_s_4929
ESV4930.1451,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,midas_s_4930
ESV4931.1445,Bacteria,Fibrobacterota,Chitinivibrionia,midas_o_1477,midas_f_1477,midas_g_1477,midas_s_1477
ESV4932.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,midas_s_1669
ESV4933.1423,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,midas_g_1212,midas_s_1212
ESV4934.1439,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,midas_g_1221,midas_s_2072
ESV4935.1461,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,Thauera_aminoaromatica
ESV4936.1457,Bacteria,Firmicutes,midas_c_4,DTU014,midas_f_80,midas_g_336,midas_s_1457
ESV4937.1439,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Eubacterium_brachy_group,midas_s_2316
ESV4938.1432,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,midas_s_4938
ESV4939.1412,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,midas_f_57,midas_g_57,midas_s_165
ESV4940.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,midas_s_953
ESV4941.1387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,midas_s_4941
ESV4942.1436,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,midas_s_1292
ESV4943.1459,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,midas_s_3190
ESV4944.1426,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,Intestinibacter_bartlettii
ESV4945.1403,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,midas_g_4945,midas_s_4945
ESV4946.1524,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,Ca_Cloacimonas,midas_s_1905
ESV4947.1458,Bacteria,Firmicutes,D8A-2,midas_o_13,midas_f_13,midas_g_1659,midas_s_3824
ESV4948.1427,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_3695,midas_g_3695,midas_s_3695
ESV4949.1446,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,midas_s_4949
ESV4950.1457,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,midas_g_343,midas_s_2430
ESV4951.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,midas_g_454,midas_s_2786
ESV4952.1426,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,midas_s_140
ESV4953.1440,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_422,midas_s_4953
ESV4954.1445,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,midas_g_3240,midas_s_3240
ESV4955.1437,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,midas_s_4955
ESV4956.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,midas_s_877
ESV4957.1424,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,midas_s_2721
ESV4958.1470,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_2573,midas_g_3338,midas_s_4958
ESV4959.1451,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,HN-HF0106,midas_g_4340,midas_s_4959
ESV4960.1437,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,midas_g_1221,midas_s_1302
ESV4961.1438,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
ESV4962.1446,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,midas_s_4441
ESV4963.1480,Bacteria,Elusimicrobiota,Lineage_IIb,midas_o_4963,midas_f_4963,midas_g_4963,midas_s_4963
ESV4964.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_bohemicus
ESV4965.1401,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_2502
ESV4966.1435,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_729,midas_s_4336
ESV4967.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_292
ESV4968.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,midas_s_4968
